"","x"
"1",20935082.747178
"2",15981590.4392354
"3",24958470.4835749
"4",32263937.3657023
"5",37159413.3128092
"6",16042070.0295797
"7",18803484.6412568
"8",24293550.6778442
"9",26375695.3747962
"10",29073171.6138016
"11",14282318.7818451
"12",34332574.5243712
"13",23770062.2691761
"14",34050946.8297437
"15",26602479.3354997
"16",29732786.9419932
"17",19735868.5200472
"18",27045607.9150778
"19",18630392.3830773
"20",26648628.3264597
"21",27463771.7301736
"22",24972904.6666816
"23",20195191.9802442
"24",17999462.8482853
"25",17925190.9901733
"26",34376800.2506875
"27",49013081.8588176
"28",31980254.6200251
"29",30492426.433395
"30",16381741.7778661
"31",23799369.2697509
"32",25457948.5776556
"33",22516830.9197495
"34",24972457.2764159
"35",10908144.6197886
"36",16395487.7931626
"37",12344682.0707653
"38",18782558.9276035
"39",36014320.6664701
"40",12570866.5819362
"41",29766491.6089647
"42",39656570.2249053
"43",40724033.76202
"44",31580724.0528627
"45",10587519.7031189
"46",11455071.2994822
"47",33911701.8318989
"48",33266220.2870213
