"","x"
"1",13197784.192606
"2",16499406.2002811
"3",15849648.5063283
"4",13407176.5174303
"5",13925057.0402615
"6",23929652.8877138
"7",24161886.5676553
"8",31266498.7042314
"9",30143808.2128361
"10",32355763.7173727
"11",28585738.3382734
"12",23269658.6280317
"13",20056447.2975292
"14",14090722.9256422
"15",24022495.3279568
"16",35191596.8766384
"17",40172735.0721193
"18",27444355.3911316
"19",26151993.2995459
"20",21880647.5399157
"21",19550274.9403
"22",17652309.6315027
"23",20692513.4512232
"24",16375280.6664022
"25",13697600.858509
"26",19916461.0693334
"27",19512562.1097085
