"","x"
"1",31757877.9782389
"2",30017685.7077024
"3",44881797.6389796
"4",63611317.8050841
"5",62031239.1363352
"6",53768586.8928806
"7",71307060.2971396
"8",72793368.1989176
"9",57257155.9674441
"10",53355422.0892333
"11",41500190.5027856
"12",80203788.0602954
"13",63673433.0113168
"14",61457261.0913797
"15",33226887.2066008
"16",48995982.9019738
"17",42427609.1544227
"18",44857433.8940397
"19",34806487.2538184
"20",55488889.7600558
"21",42066528.0670649
"22",51561504.0713177
"23",51925729.7007036
"24",31295092.4252958
"25",39391431.3910801
"26",57574066.6025974
"27",64936523.6120801
"28",55660474.796403
"29",71066210.2241486
"30",56279455.8411555
"31",63051738.8079068
"32",39418688.6176265
"33",34063309.1638497
"34",45180338.6887138
"35",30746414.0863762
"36",63841740.1435683
"37",69314527.9561781
"38",71717177.3022065
"39",133278742.875344
"40",161648700.992248
"41",128396850.109406
"42",138935007.985695
"43",136092216.932575
"44",108630483.82768
"45",52859433.7502977
"46",44855427.2963419
"47",34466182.0701
"48",46071700.59576
